Territorio;Nivel educativo;Sexo;Titularidad del centro;Año/Curso;value
Cataluña;FP Grado Medio;Total;Centros públicos;2016-2017;1963
Cataluña;FP Básica y Grado Medio;Mujeres;Todos los centros;2017-2018;689
Cataluña;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;1294
Cataluña;Total FP;Hombres;Centros privados;2016-2017;1192
Cataluña;FP Básica;Total;Centros privados;2018-2019;0
Cataluña;FP Básica y Grado Medio;Mujeres;Todos los centros;2016-2017;998
Cataluña;FP Grado Superior;Mujeres;Centros privados;2018-2019;541
Cataluña;FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;510
Cataluña;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;3931
Cataluña;FP Básica;Mujeres;Centros privados;2016-2017;0
Cataluña;FP Grado Superior;Hombres;Todos los centros;2016-2017;2796
Cataluña;FP Grado Medio;Mujeres;Todos los centros;2017-2018;689
Cataluña;FP Grado Medio;Hombres;Todos los centros;2016-2017;1507
Cataluña;FP Grado Medio;Total;Todos los centros;2017-2018;1983
Cataluña;Total FP;Mujeres;Centros privados;2017-2018;679
Cataluña;Total FP;Total;Todos los centros;2018-2019;6827
Cataluña;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;5233
Cataluña;FP Grado Medio;Mujeres;Centros privados;2016-2017;183
Cataluña;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2015-2016;868
Cataluña;FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;179
Cataluña;FP Básica;Hombres;Centros públicos;2018-2019;0
Cataluña;FP Grado Medio;Total;Centros privados;2016-2017;542
Cataluña;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2017-2018;679
Cataluña;FP Básica;Hombres;Todos los centros;2016-2017;0
Cataluña;FP Básica y Grado Medio;Total;Centros privados;2017-2018;501
Cataluña;FP Básica;Total;Centros privados;2016-2017;0
Cataluña;FP Grado Medio;Mujeres;Centros privados;2018-2019;181
Cataluña;Total FP;Total;Todos los centros;2017-2018;6253
Cataluña;FP Básica y Grado Medio;Total;Todos los centros;2016-2017;2505
Cataluña;FP Básica;Hombres;Todos los centros;2018-2019;0
Cataluña;Total FP;Mujeres;Centros privados;2016-2017;727
Cataluña;Total FP;Mujeres;Centros privados;2015-2016;420
Cataluña;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2018-2019;2585
Cataluña;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;6253
Cataluña;FP Básica y Grado Medio;Total;Centros privados;2015-2016;380
Cataluña;FP Grado Medio;Hombres;Todos los centros;2018-2019;1478
Cataluña;FP Grado Medio;Total;Centros privados;2018-2019;563
Cataluña;FP Grado Medio;Total;Todos los centros;2015-2016;1920
Cataluña;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;2322
Cataluña;FP Básica;Hombres;Centros privados;2018-2019;0
Cataluña;FP Grado Superior;Mujeres;Centros públicos;2017-2018;1133
Cataluña;FP Grado Superior;Mujeres;Centros públicos;2015-2016;653
Cataluña;FP Grado Medio;Hombres;Todos los centros;2015-2016;1246
Cataluña;Total FP;Mujeres;Todos los centros;2015-2016;1653
Cataluña;FP Grado Medio y FP Grado Superior;Total;Centros privados;2018-2019;1779
Cataluña;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;6827
Cataluña;Total FP;Total;Centros privados;2015-2016;1288
Cataluña;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2015-2016;2926
Cataluña;FP Básica;Mujeres;Centros públicos;2018-2019;0
Cataluña;FP Grado Superior;Total;Centros privados;2016-2017;1377
Cataluña;FP Grado Medio;Total;Centros públicos;2017-2018;1482
Cataluña;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2015-2016;1233
Cataluña;FP Grado Medio;Hombres;Centros privados;2015-2016;286
Cataluña;Total FP;Mujeres;Todos los centros;2018-2019;2585
Cataluña;FP Básica y Grado Medio;Total;Centros privados;2016-2017;542
Cataluña;Total FP;Hombres;Centros privados;2015-2016;868
Cataluña;FP Grado Medio;Mujeres;Centros públicos;2015-2016;580
Cataluña;FP Básica;Hombres;Todos los centros;2017-2018;0
Cataluña;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;1057
Cataluña;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;1192
Cataluña;FP Grado Superior;Total;Todos los centros;2016-2017;4647
Cataluña;Total FP;Mujeres;Centros privados;2018-2019;722
Cataluña;Total FP;Hombres;Todos los centros;2015-2016;2926
Cataluña;Total FP;Mujeres;Centros públicos;2016-2017;2122
Cataluña;Total FP;Hombres;Centros privados;2017-2018;985
Cataluña;FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;1096
Cataluña;Total FP;Hombres;Centros públicos;2016-2017;3111
Cataluña;FP Grado Medio;Total;Todos los centros;2016-2017;2505
Cataluña;FP Básica y Grado Medio;Hombres;Todos los centros;2016-2017;1507
Cataluña;Total FP;Mujeres;Todos los centros;2017-2018;2322
Cataluña;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;722
Cataluña;Total FP;Total;Centros públicos;2016-2017;5233
Cataluña;FP Grado Superior;Total;Centros públicos;2016-2017;3270
Cataluña;Total FP;Total;Centros públicos;2017-2018;4589
Cataluña;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2015-2016;2058
Cataluña;FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;613
Cataluña;FP Básica y Grado Medio;Total;Centros públicos;2016-2017;1963
Cataluña;FP Grado Superior;Mujeres;Centros privados;2015-2016;326
Cataluña;Total FP;Hombres;Todos los centros;2016-2017;4303
Cataluña;Total FP;Total;Centros privados;2017-2018;1664
Cataluña;FP Grado Superior;Mujeres;Centros privados;2016-2017;544
Cataluña;FP Grado Superior;Mujeres;Todos los centros;2016-2017;1851
Cataluña;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;2272
Cataluña;FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;1246
Cataluña;FP Básica;Total;Centros privados;2017-2018;0
Cataluña;Total FP;Hombres;Centros públicos;2017-2018;2946
Cataluña;FP Grado Superior;Hombres;Centros públicos;2015-2016;1098
Cataluña;FP Grado Medio;Total;Centros privados;2017-2018;501
Cataluña;FP Grado Medio;Total;Centros públicos;2015-2016;1540
Cataluña;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2015-2016;1653
Cataluña;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2015-2016;3291
Cataluña;FP Básica;Hombres;Centros públicos;2015-2016;0
Cataluña;FP Básica;Mujeres;Todos los centros;2016-2017;0
Cataluña;FP Básica;Mujeres;Centros públicos;2015-2016;0
Cataluña;FP Básica y Grado Medio;Hombres;Centros privados;2017-2018;322
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2017-2018;467
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Total;Centros privados;2017-2018;986
Comunidad Valenciana;FP Básica;Total;Centros privados;2018-2019;7
Comunidad Valenciana;FP Básica;Hombres;Centros públicos;2017-2018;3
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2016-2017;649
Comunidad Valenciana;FP Básica;Mujeres;Todos los centros;2017-2018;0
Comunidad Valenciana;FP Básica;Total;Todos los centros;2017-2018;3
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Centros privados;2016-2017;156
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;761
Comunidad Valenciana;FP Grado Medio;Total;Centros privados;2017-2018;515
Comunidad Valenciana;Total FP;Hombres;Centros privados;2016-2017;519
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;842
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2018-2019;776
Comunidad Valenciana;FP Grado Medio;Mujeres;Todos los centros;2018-2019;505
Comunidad Valenciana;FP Grado Medio;Total;Centros privados;2018-2019;703
Comunidad Valenciana;Total FP;Total;Centros públicos;2016-2017;552
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2016-2017;370
Comunidad Valenciana;FP Básica;Total;Todos los centros;2018-2019;13
Comunidad Valenciana;Total FP;Mujeres;Centros privados;2016-2017;370
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2016-2017;272
Comunidad Valenciana;FP Básica;Total;Centros públicos;2017-2018;3
Comunidad Valenciana;Total FP;Total;Todos los centros;2016-2017;1441
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;1659
Comunidad Valenciana;FP Grado Medio;Hombres;Todos los centros;2016-2017;389
Comunidad Valenciana;FP Básica y Grado Medio;Total;Centros privados;2017-2018;515
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2017-2018;323
Comunidad Valenciana;FP Básica;Hombres;Centros públicos;2018-2019;5
Comunidad Valenciana;FP Grado Medio;Mujeres;Centros públicos;2018-2019;172
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Centros privados;2018-2019;333
Comunidad Valenciana;FP Básica;Hombres;Todos los centros;2018-2019;12
Comunidad Valenciana;FP Grado Superior;Hombres;Centros privados;2017-2018;216
Comunidad Valenciana;FP Grado Superior;Total;Todos los centros;2018-2019;1184
Comunidad Valenciana;Total FP;Mujeres;Todos los centros;2016-2017;649
Comunidad Valenciana;FP Grado Superior;Total;Todos los centros;2016-2017;779
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;551
Comunidad Valenciana;FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;178
Comunidad Valenciana;Total FP;Total;Todos los centros;2018-2019;2245
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2017-2018;350
Comunidad Valenciana;FP Grado Superior;Mujeres;Centros públicos;2017-2018;182
Comunidad Valenciana;FP Básica y Grado Medio;Total;Centros públicos;2016-2017;240
Comunidad Valenciana;FP Grado Medio;Mujeres;Centros privados;2016-2017;156
Comunidad Valenciana;FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;146
Comunidad Valenciana;Total FP;Hombres;Centros privados;2018-2019;702
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Todos los centros;2017-2018;405
Comunidad Valenciana;FP Básica y Grado Medio;Hombres;Todos los centros;2018-2019;555
Comunidad Valenciana;Total FP;Total;Centros privados;2018-2019;1463
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Total;Centros privados;2018-2019;1456
Comunidad Valenciana;FP Grado Superior;Total;Centros privados;2016-2017;467
Comunidad Valenciana;Total FP;Mujeres;Centros públicos;2016-2017;279
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Centros públicos;2016-2017;116
Comunidad Valenciana;FP Grado Superior;Total;Todos los centros;2017-2018;860
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;372
Comunidad Valenciana;FP Grado Superior;Hombres;Todos los centros;2016-2017;402
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;141
Comunidad Valenciana;FP Grado Medio;Total;Centros públicos;2018-2019;345
Comunidad Valenciana;FP Básica;Total;Centros públicos;2018-2019;6
Comunidad Valenciana;Total FP;Hombres;Centros privados;2017-2018;467
Comunidad Valenciana;FP Grado Superior;Total;Centros privados;2018-2019;753
Comunidad Valenciana;FP Grado Medio;Total;Todos los centros;2017-2018;799
Comunidad Valenciana;FP Básica y Grado Medio;Total;Centros privados;2018-2019;710
Comunidad Valenciana;FP Grado Medio;Total;Centros públicos;2017-2018;284
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;173
Comunidad Valenciana;FP Básica;Mujeres;Centros públicos;2016-2017;0
Comunidad Valenciana;Total FP;Hombres;Centros públicos;2018-2019;409
Comunidad Valenciana;FP Básica;Total;Centros privados;2017-2018;0
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2017-2018;519
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;519
Comunidad Valenciana;FP Básica y Grado Medio;Hombres;Centros privados;2018-2019;377
Comunidad Valenciana;FP Básica;Hombres;Centros privados;2017-2018;0
Comunidad Valenciana;Total FP;Hombres;Todos los centros;2018-2019;1111
Comunidad Valenciana;Total FP;Total;Centros públicos;2018-2019;782
Comunidad Valenciana;FP Grado Superior;Mujeres;Centros públicos;2018-2019;200
Comunidad Valenciana;FP Básica;Mujeres;Centros privados;2017-2018;0
Comunidad Valenciana;FP Grado Superior;Mujeres;Centros privados;2016-2017;214
Comunidad Valenciana;Total FP;Total;Centros públicos;2017-2018;676
Comunidad Valenciana;FP Grado Medio;Mujeres;Todos los centros;2017-2018;405
Comunidad Valenciana;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;1061
Comunidad Valenciana;FP Grado Superior;Total;Centros públicos;2018-2019;431
Comunidad Valenciana;FP Básica;Total;Centros públicos;2016-2017;1
Comunidad Valenciana;FP Grado Superior;Mujeres;Todos los centros;2016-2017;377
Comunidad Valenciana;FP Grado Medio;Hombres;Todos los centros;2017-2018;394
Comunidad Valenciana;FP Grado Superior;Total;Centros públicos;2017-2018;389
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;404
Comunidad Valenciana;FP Básica;Mujeres;Todos los centros;2016-2017;0
Comunidad Valenciana;FP Grado Medio;Hombres;Centros privados;2016-2017;266
Comunidad Valenciana;Total FP;Hombres;Centros públicos;2016-2017;273
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;1440
Comunidad Valenciana;FP Grado Medio;Total;Todos los centros;2018-2019;1048
Comunidad Valenciana;FP Básica;Hombres;Todos los centros;2016-2017;1
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;1099
Comunidad Valenciana;FP Grado Medio;Mujeres;Centros públicos;2016-2017;116
Comunidad Valenciana;FP Básica;Hombres;Centros privados;2016-2017;0
Comunidad Valenciana;FP Básica;Mujeres;Centros privados;2018-2019;0
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2016-2017;279
Comunidad Valenciana;FP Grado Superior;Hombres;Centros privados;2016-2017;253
Comunidad Valenciana;FP Básica y Grado Medio;Total;Centros públicos;2018-2019;351
Comunidad Valenciana;FP Básica;Total;Centros privados;2016-2017;0
Comunidad Valenciana;FP Grado Medio;Mujeres;Todos los centros;2016-2017;272
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;817
Comunidad Valenciana;FP Grado Medio;Hombres;Centros públicos;2018-2019;173
Comunidad Valenciana;Total FP;Mujeres;Todos los centros;2018-2019;1134
Comunidad Valenciana;FP Básica;Mujeres;Centros públicos;2018-2019;1
Comunidad Valenciana;FP Básica y Grado Medio;Total;Centros privados;2016-2017;422
Comunidad Valenciana;FP Grado Medio;Mujeres;Centros privados;2018-2019;333
Comunidad Valenciana;FP Grado Superior;Mujeres;Centros públicos;2016-2017;163
Comunidad Valenciana;FP Grado Medio;Total;Centros privados;2016-2017;422
Comunidad Valenciana;Total FP;Mujeres;Todos los centros;2017-2018;842
Comunidad Valenciana;Total FP;Mujeres;Centros públicos;2018-2019;373
Comunidad Valenciana;FP Básica y Grado Medio;Hombres;Centros privados;2016-2017;266
Comunidad Valenciana;Total FP;Hombres;Todos los centros;2017-2018;820
Comunidad Valenciana;FP Grado Medio;Total;Todos los centros;2016-2017;661
Comunidad Valenciana;Total FP;Mujeres;Centros privados;2018-2019;761
Comunidad Valenciana;Total FP;Mujeres;Centros privados;2017-2018;519
Comunidad Valenciana;FP Grado Superior;Mujeres;Centros privados;2017-2018;255
Comunidad Valenciana;FP Grado Medio;Mujeres;Centros públicos;2017-2018;141
Comunidad Valenciana;FP Grado Superior;Hombres;Centros públicos;2017-2018;207
Comunidad Valenciana;FP Básica;Mujeres;Centros privados;2016-2017;0
Comunidad Valenciana;FP Grado Superior;Mujeres;Todos los centros;2017-2018;437
Comunidad Valenciana;FP Básica;Hombres;Centros privados;2018-2019;7
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;695
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;506
Comunidad Valenciana;FP Grado Medio;Total;Centros públicos;2016-2017;239
Comunidad Valenciana;FP Grado Superior;Hombres;Todos los centros;2017-2018;423
Comunidad Valenciana;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;397
Comunidad Valenciana;FP Grado Superior;Hombres;Centros públicos;2018-2019;231
Comunidad Valenciana;Total FP;Hombres;Todos los centros;2016-2017;792
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2016-2017;791
Comunidad Valenciana;FP Básica y Grado Medio;Total;Centros públicos;2017-2018;287
Comunidad Valenciana;FP Básica;Hombres;Todos los centros;2017-2018;3
Comunidad Valenciana;FP Básica;Mujeres;Todos los centros;2018-2019;1
Comunidad Valenciana;FP Grado Superior;Hombres;Centros públicos;2016-2017;149
Comunidad Valenciana;Total FP;Total;Todos los centros;2017-2018;1662
Comunidad Valenciana;FP Básica y Grado Medio;Hombres;Centros públicos;2016-2017;124
Comunidad Valenciana;Total FP;Hombres;Centros públicos;2017-2018;353
Comunidad Valenciana;Total FP;Total;Centros privados;2017-2018;986
Comunidad Valenciana;FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;264
Comunidad Valenciana;Total FP;Total;Centros privados;2016-2017;889
Comunidad Valenciana;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2017-2018;673
Comunidad Valenciana;FP Grado Medio;Hombres;Centros públicos;2016-2017;123
Comunidad Valenciana;FP Grado Medio;Hombres;Centros privados;2018-2019;370
Comunidad Valenciana;FP Grado Medio;Hombres;Todos los centros;2018-2019;543
Comunidad Valenciana;FP Grado Superior;Hombres;Todos los centros;2018-2019;556
Comunidad Valenciana;FP Grado Medio;Mujeres;Centros privados;2017-2018;264
